model,attack_model,epsilon,Accuracy,Macro Precision,Weighted Precision,Macro Recall,Weighted Recall,Macro F1,Weighted F1,TPR,FNR,TNR,FPR
DNN,AutoPGD,0.3,0.0027726351440278667,0.004095146386949848,0.005434311402871068,0.002255560343795638,0.0027726351440278667,0.0027676037585546882,0.003576772396508782,0.002255560343795638,0.9977444396562043,0.002255560343795638,0.9977444396562043
DNN,HopSkipJump,0,0.538487860947083,0.507650611276325,0.5724228374992105,0.5085385623677479,0.538487860947083,0.5031724714233399,0.5510224649098807,0.5085385623677479,0.49146143763225214,0.5085385623677479,0.49146143763225214
DNN,ZOO,0,0.8670977704854744,0.8554352504814162,0.865181675145723,0.832399398615462,0.8670977704854744,0.8422692833376599,0.8648756269256707,0.832399398615462,0.16760060138453803,0.832399398615462,0.16760060138453803
DNN,ZOO,0.01,0.8676768651674549,0.8560159984437388,0.8657800681600665,0.8332403770186576,0.8676768651674549,0.8430187924568967,0.8654938314554885,0.8332403770186576,0.16675962298134245,0.8332403770186576,0.16675962298134245
DNN,ZOO,0.1,0.8668784164392697,0.8550268279439519,0.8649518070937336,0.8323330331475127,0.8668784164392697,0.8420754638269334,0.8646840577561846,0.8323330331475127,0.16766696685248722,0.8323330331475127,0.16766696685248722
DNN,ZOO,0.2,0.8650972615840872,0.852942836658817,0.8631052994154284,0.8301423971955646,0.8650972615840872,0.8399109156361879,0.8628491771284889,0.8301423971955646,0.16985760280443538,0.8301423971955646,0.16985760280443538
DNN,ZOO,0.3,0.8647024243009187,0.8525780846147775,0.8626968981238918,0.8295242653274327,0.8647024243009187,0.8393826312663019,0.862419496728462,0.8295242653274327,0.17047573467256724,0.8295242653274327,0.17047573467256724
model,attack_model,epsilon,Accuracy,Macro Precision,Weighted Precision,Macro Recall,Weighted Recall,Macro F1,Weighted F1,TPR,FNR,TNR,FPR
,,,,,,,,,,,,,
DNN,BA,0.01,0.9598669837063815,0.9565335627367133,0.9597342034872488,0.9507307637058768,0.9598669837063815,0.9535516379899407,0.9597386480670753,0.9507307637058768,0.04926923629412317,0.9507307637058768,0.04926923629412317
DNN,BA,0.1,0.9607356257293522,0.9575086569127602,0.9606086763529428,0.951769869354711,0.9607356257293522,0.9545607125300504,0.960611727699481,0.951769869354711,0.04823013064528902,0.951769869354711,0.04823013064528902
DNN,BA,0.2,0.9607443998912004,0.9574621421065983,0.9606177789197561,0.951841930065912,0.9607443998912004,0.9545766463018796,0.960623092072433,0.951841930065912,0.048158069934088034,0.951841930065912,0.048158069934088034
DNN,BA,0.3,0.9607180774056558,0.957182714041512,0.9605936400383992,0.9520850529560937,0.9607180774056558,0.9545716585753847,0.9606079690963782,0.9520850529560937,0.04791494704390632,0.9520850529560937,0.04791494704390632
model,attack_model,epsilon,Accuracy,Macro Precision,Weighted Precision,Macro Recall,Weighted Recall,Macro F1,Weighted F1,TPR,FNR,TNR,FPR
,,,,,,,,,,,,,
DNN,BIM,0.01,0.8857867352221179,0.8766047717165164,0.8844684502780606,0.8560657839730238,0.8857867352221179,0.865109598840373,0.8841875958367609,0.8560657839730238,0.1439342160269762,0.8560657839730238,0.1439342160269762
DNN,BIM,0.1,0.5534302585745496,0.52830578557997,0.5920985501596703,0.5318949667309396,0.5534302585745496,0.5232105823772067,0.566572178889276,0.5318949667309396,0.4681050332690604,0.5318949667309396,0.4681050332690604
DNN,BIM,0.2,0.052118521378245346,0.06903292156598168,0.09102372493002917,0.04261809457510815,0.052118521378245346,0.05046779974378823,0.06476953804602595,0.04261809457510815,0.9573819054248919,0.04261809457510815,0.9573819054248919
DNN,BIM,0.3,0.00832667959393179,0.012698307843128804,0.017280743025237678,0.006124267261145089,0.00832667959393179,0.00825820809188144,0.011235019296649097,0.006124267261145089,0.993875732738855,0.006124267261145089,0.993875732738855
