model,attack_model,epsilon,Accuracy,Macro Precision,Weighted Precision,Macro Recall,Weighted Recall,Macro F1,Weighted F1,TPR,FNR,TNR,FPR
,,,,,,,,,,,,,
DNN,baseline,0,0.999899477702898,0.9991523261847111,0.9998996248403024,0.9031753440734024,0.999899477702898,0.9444040055963097,0.9998926945701367,0.9031753440734024,0.09682465592659767,0.9999787491277076,2.1250872292338582e-05
DNN,BIM,0.01,0.9999036661319439,0.9990576216983481,0.9999038345021459,0.9051282051282051,0.9999036661319439,0.9449826383255159,0.9998962833339778,0.9051282051282051,0.09487179487179487,0.9999796986018247,2.030139817533071e-05
DNN,BIM,0.1,0.9998911008448061,0.9988036261483938,0.9998913291202255,0.8954830363810947,0.9998911008448061,0.9389765353315273,0.9998828084272999,0.8954830363810947,0.10451696361890536,0.9999771150943901,2.2884905609828406e-05
DNN,BIM,0.2,0.9831792689515944,0.6653437028747805,0.9926686626114783,0.5464691693238597,0.9831792689515944,0.5437950640157643,0.9860802566017546,0.5464691693238597,0.45353083067614025,0.9937596436217249,0.006240356378275225
DNN,BIM,0.3,0.9339275318006476,0.4554207984680657,0.935735567358154,0.3600739356538174,0.9339275318006476,0.32823473234867595,0.9113208255203358,0.3600739356538174,0.6399260643461825,0.8373044445333919,0.1626955554666081
DNN,FGSM,0.01,0.9999036661319439,0.9990576216983481,0.9999038345021459,0.9051282051282051,0.9999036661319439,0.9449826383255159,0.9998962833339778,0.9051282051282051,0.09487179487179487,0.9999796986018247,2.030139817533071e-05
DNN,FGSM,0.1,0.9998911008448061,0.9925059735415553,0.9998905203548998,0.895591625027804,0.9998911008448061,0.9365057004561409,0.9998829065392568,0.895591625027804,0.10440837497219593,0.9999773856842612,2.2614315738694027e-05
DNN,FGSM,0.2,0.987522669872211,0.6721324574913022,0.9864807137275068,0.5758477443226939,0.987522669872211,0.5947271993858265,0.9863382531859506,0.5758477443226939,0.42415225567730613,0.9830492040776484,0.01695079592235168
DNN,FGSM,0.3,0.9404195968218201,0.5020573421938296,0.9300865136158086,0.3759083840042191,0.9404195968218201,0.4094352726187031,0.9257600173481741,0.3759083840042191,0.6240916159957809,0.8708064968462546,0.1291935031537454
DNN,PGD,0.01,0.9999036661319439,0.9990576216983481,0.9999038345021459,0.9051282051282051,0.9999036661319439,0.9449826383255159,0.9998962833339778,0.9051282051282051,0.09487179487179487,0.9999796986018247,2.030139817533071e-05
DNN,PGD,0.1,0.9998911008448061,0.9988036261483938,0.9998913291202255,0.8954830363810947,0.9998911008448061,0.9389765353315273,0.9998828084272999,0.8954830363810947,0.10451696361890536,0.9999771150943901,2.2884905609828406e-05
DNN,PGD,0.2,0.9831792689515944,0.6653437028747805,0.9926686626114783,0.5464691693238597,0.9831792689515944,0.5437950640157643,0.9860802566017546,0.5464691693238597,0.45353083067614025,0.9937596436217249,0.006240356378275225
DNN,PGD,0.3,0.9339275318006476,0.4554207984680657,0.935735567358154,0.3600739356538174,0.9339275318006476,0.32823473234867595,0.9113208255203358,0.3600739356538174,0.6399260643461825,0.8373044445333919,0.1626955554666081
model,attack_model,epsilon,Accuracy,Macro Precision,Weighted Precision,Macro Recall,Weighted Recall,Macro F1,Weighted F1,TPR,FNR,TNR,FPR
,,,,,,,,,,,,,
