model,attack_model,epsilon,Accuracy,Macro Precision,Weighted Precision,Macro Recall,Weighted Recall,Macro F1,Weighted F1,TPR,FNR,TNR,FPR
,,,,,,,,,,,,,
DNN,baseline,0,0.9195760324994955,0.9063213914487134,0.9199317375442801,0.9094671839807587,0.9195760324994955,0.9078650459488907,0.9197310914605425,0.9094671839807587,0.09053281601924136,0.9094671839807587,0.09053281601924136
DNN,BIM,0.01,0.9113195462003492,0.8967125693819865,0.911782957618769,0.900317867778275,0.9113195462003492,0.8984753334444402,0.9115201083068786,0.900317867778275,0.09968213222172498,0.900317867778275,0.09968213222172498
DNN,BIM,0.1,0.802660325872371,0.7747440466465162,0.815332425782995,0.7964718405442388,0.802660325872371,0.7824419599354047,0.8064003511393779,0.7964718405442388,0.20352815945576125,0.7964718405442388,0.20352815945576125
DNN,BIM,0.2,0.6427950969983592,0.6413384730570335,0.7061716236390052,0.6625398068497617,0.6427950969983592,0.6301820221779092,0.6548538628959228,0.6625398068497617,0.3374601931502384,0.6625398068497617,0.3374601931502384
DNN,BIM,0.3,0.5247826201402112,0.5490011067717535,0.6165415330473906,0.5554096086166223,0.5247826201402112,0.5183174006812606,0.5384764093410948,0.5554096086166223,0.44459039138337786,0.5554096086166223,0.44459039138337786
DNN,FGSM,0.01,0.91117038544893,0.8965134852902075,0.9116467576772863,0.9002010001896881,0.91117038544893,0.898315465847578,0.9113759474236525,0.9002010001896881,0.09979899981031201,0.9002010001896881,0.09979899981031201
DNN,FGSM,0.1,0.7721613392880645,0.7457591153803553,0.7931335307433666,0.7711867906268359,0.7721613392880645,0.7525860438599565,0.7777259305675064,0.7711867906268359,0.22881320937316413,0.7711867906268359,0.22881320937316413
DNN,FGSM,0.2,0.5879653596090233,0.571777156723007,0.6346115586293121,0.5818344461387448,0.5879653596090233,0.5655480448741274,0.6011980609021857,0.5818344461387448,0.4181655538612552,0.5818344461387448,0.4181655538612552
DNN,FGSM,0.3,0.4587746005562819,0.4652037802639922,0.5300007833842224,0.4600329836076442,0.4587746005562819,0.44405823453985027,0.47673296383190134,0.4600329836076442,0.5399670163923558,0.4600329836076442,0.5399670163923558
DNN,PGD,0.01,0.9113195462003492,0.8967125693819865,0.911782957618769,0.900317867778275,0.9113195462003492,0.8984753334444402,0.9115201083068786,0.900317867778275,0.09968213222172498,0.900317867778275,0.09968213222172498
DNN,PGD,0.1,0.802660325872371,0.7747440466465162,0.815332425782995,0.7964718405442388,0.802660325872371,0.7824419599354047,0.8064003511393779,0.7964718405442388,0.20352815945576125,0.7964718405442388,0.20352815945576125
DNN,PGD,0.2,0.6427950969983592,0.6413384730570335,0.7061716236390052,0.6625398068497617,0.6427950969983592,0.6301820221779092,0.6548538628959228,0.6625398068497617,0.3374601931502384,0.6625398068497617,0.3374601931502384
DNN,PGD,0.3,0.5247826201402112,0.5490011067717535,0.6165415330473906,0.5554096086166223,0.5247826201402112,0.5183174006812606,0.5384764093410948,0.5554096086166223,0.44459039138337786,0.5554096086166223,0.44459039138337786
DNN,DF,0.01,0.18138824788762054,0.1890908948622416,0.19429573457062552,0.2446226498488942,0.18138824788762054,0.17519111823860795,0.14936441262270575,0.2446226498488942,0.7553773501511059,0.2446226498488942,0.7553773501511059
DNN,DF,0.1,0.17488659395811215,0.18167639072536196,0.18633116922347936,0.2355522429221524,0.17488659395811215,0.169184374465295,0.14432035426419604,0.2355522429221524,0.7644477570778476,0.2355522429221524,0.7644477570778476
DNN,DF,0.2,0.169367646155601,0.17607085617716478,0.18074900205545213,0.22726937027276392,0.169367646155601,0.16425864427092518,0.1406538056900715,0.22726937027276392,0.772730629727236,0.22726937027276392,0.772730629727236
DNN,DF,0.3,0.1650332102025954,0.17216495434849255,0.177234991097249,0.2203159732005886,0.1650332102025954,0.16050439716804804,0.13823038433262225,0.2203159732005886,0.7796840267994114,0.2203159732005886,0.7796840267994114
DNN,AutoPGD,0.01,0.9183037790315081,0.9047924290017824,0.918692026514934,0.9081388663289116,0.9183037790315081,0.9064323346147316,0.9184719256602312,0.9081388663289116,0.09186113367108842,0.9081388663289116,0.09186113367108842
DNN,AutoPGD,0.1,0.8020900053522387,0.776305739105235,0.8205320452192786,0.8036787910430444,0.8020900053522387,0.7844699232783349,0.806731450852665,0.8036787910430444,0.19632120895695557,0.8036787910430444,0.19632120895695557
DNN,AutoPGD,0.2,0.6506216493669442,0.6542819732864589,0.7206400517058055,0.6773661203468895,0.6506216493669442,0.6401411324696282,0.6623258811163839,0.6773661203468895,0.3226338796531104,0.6773661203468895,0.3226338796531104
DNN,AutoPGD,0.3,0.5420852673048407,0.5692117761943729,0.6380199517529296,0.5779846665819517,0.5420852673048407,0.5365369756737539,0.5548552366796462,0.5779846665819517,0.42201533341804837,0.5779846665819517,0.42201533341804837
DNN,HopSkipJump,0,0.5420852673048407,0.5692117761943729,0.6380199517529296,0.5779846665819517,0.5420852673048407,0.5365369756737539,0.5548552366796462,0.5779846665819517,0.42201533341804837,0.5779846665819517,0.42201533341804837
DNN,ZOO,0,0.916636688280352,0.9026998246584821,0.9171048308637894,0.9065642351615202,0.916636688280352,0.9045871282889817,0.9168357193315158,0.9065642351615202,0.09343576483847976,0.9065642351615202,0.09343576483847976
DNN,ZOO,0.01,0.9165050758526292,0.9025519130332231,0.9169730418505387,0.9064092250970079,0.9165050758526292,0.9044358101391727,0.9167041294905471,0.9064092250970079,0.0935907749029921,0.9064092250970079,0.0935907749029921
DNN,ZOO,0.1,0.9165664949855665,0.9026279277679667,0.9170318019406984,0.9064689261634963,0.9165664949855665,0.9045040624978394,0.9167645278104404,0.9064689261634963,0.09353107383650369,0.9064689261634963,0.09353107383650369
DNN,ZOO,0.2,0.9165226241763256,0.9026284529869449,0.9169684525366678,0.906327339285484,0.9165226241763256,0.9044367894117269,0.9167134641321456,0.906327339285484,0.09367266071451592,0.906327339285484,0.09367266071451592
DNN,ZOO,0.3,0.9166279141185039,0.9027120284960903,0.9170874124368854,0.9065140461181185,0.9166279141185039,0.9045695923258623,0.9168237617659146,0.9065140461181185,0.09348595388188148,0.9065140461181185,0.09348595388188148
DNN,HopSkipJump,0,0.742820542067719,0.7166154680297985,0.7672271443076624,0.7404097904776639,0.742820542067719,0.7219222506818719,0.7494604517651746,0.7404097904776639,0.25959020952233625,0.7404097904776639,0.25959020952233625
model,attack_model,epsilon,Accuracy,Macro Precision,Weighted Precision,Macro Recall,Weighted Recall,Macro F1,Weighted F1,TPR,FNR,TNR,FPR
,,,,,,,,,,,,,
DNN,BA,0.01,0.9343078502426055,0.9207445585826952,0.935490505952052,0.930467143464881,0.9343078502426055,0.9253295547421125,0.9346829303506854,0.930467143464881,0.06953285653511898,0.930467143464881,0.06953285653511898
DNN,BA,0.1,0.9341674636530345,0.9205478094133044,0.935370690924947,0.9303785932518964,0.9341674636530345,0.9251803285535045,0.9345476535961058,0.9303785932518964,0.06962140674810358,0.9303785932518964,0.06962140674810358
DNN,BA,0.2,0.93423765694782,0.9206461565516041,0.9354305805208664,0.9304228683583887,0.93423765694782,0.925254937142804,0.9346152903974816,0.9304228683583887,0.06957713164161128,0.9304228683583887,0.06957713164161128
DNN,BA,0.3,0.9341499153293381,0.9205397545407509,0.9353476066013975,0.9303365396125577,0.9341499153293381,0.9251572804352625,0.9345289143952683,0.9303365396125577,0.06966346038744228,0.9303365396125577,0.06966346038744228
model,attack_model,epsilon,Accuracy,Macro Precision,Weighted Precision,Macro Recall,Weighted Recall,Macro F1,Weighted F1,TPR,FNR,TNR,FPR
