DNN,DD_Baseline,0,0.9211027366610804,0.9147992763837731,0.9205323658988065,0.9017963266832045,0.9211027366610804,0.9078517647781198,0.920474818606144,0.9017963266832045,0.09820367331679548,0.9017963266832045,0.09820367331679548
DNN,DD_BIM,0.01,0.9094857463740776,0.8997576433928771,0.9087841635938869,0.890068946053109,0.9094857463740776,0.8946485991651063,0.9089307105896829,0.890068946053109,0.10993105394689105,0.890068946053109,0.10993105394689105
DNN,DD_BIM,0.1,0.7295627835151047,0.6916420386102646,0.7350349897338971,0.6984387782068777,0.7295627835151047,0.6945739715233646,0.7319174421263959,0.6984387782068777,0.3015612217931222,0.6984387782068777,0.3015612217931222
DNN,DD_BIM,0.2,0.48721165910626385,0.4717238197154642,0.537835777782713,0.4677130352469719,0.48721165910626385,0.4603934705500178,0.5038495332487428,0.4677130352469719,0.5322869647530282,0.4677130352469719,0.5322869647530282
DNN,DD_BIM,0.3,0.3366031709820919,0.33775184736418773,0.4026244884166775,0.3134093213222172,0.3366031709820919,0.3150415827669807,0.3589420895868386,0.3134093213222172,0.6865906786777828,0.3134093213222172,0.6865906786777828
DNN,DD_FGSM,0.01,0.9093541339463548,0.8995459088547124,0.9086553955394562,0.8899941321038607,0.9093541339463548,0.8945123884722155,0.9088059440959767,0.8899941321038607,0.11000586789613939,0.8899941321038607,0.11000586789613939
DNN,DD_FGSM,0.1,0.7203235910889613,0.6823547518122,0.7276587680957397,0.6904995400527074,0.7203235910889613,0.685678499207534,0.7233753404213994,0.6904995400527074,0.3095004599472925,0.6904995400527074,0.3095004599472925
DNN,DD_FGSM,0.2,0.5699520053346904,0.5373468316417696,0.6000605717077001,0.5414367966121361,0.5699520053346904,0.5348999687018137,0.5810239587367207,0.5414367966121361,0.45856320338786405,0.5414367966121361,0.45856320338786405
DNN,DD_FGSM,0.3,0.4386378991146871,0.4093569759251922,0.47953948093972876,0.3981212212038004,0.4386378991146871,0.39927578868424696,0.4548244775349925,0.3981212212038004,0.6018787787961997,0.3981212212038004,0.6018787787961997
DNN,DD_PGD,0.01,0.9094857463740776,0.8997576433928771,0.9087841635938869,0.890068946053109,0.9094857463740776,0.8946485991651063,0.9089307105896829,0.890068946053109,0.10993105394689105,0.890068946053109,0.10993105394689105
